Hour,Zone0_t_eft,Zone1_t_eft,Zone2_t_eft,Zone3_t_eft,Zone4_t_eft,Zone5_t_eft,GHX0_t_eft,GHX0_t_mean,GHX0_q_ghe,GHX0_t_exit,GHX1_t_eft,GHX1_t_mean,GHX1_q_ghe,GHX1_t_exit,GHX2_t_eft,GHX2_t_mean,GHX2_q_ghe,GHX2_t_exit
2350,6.15485561,7.04924834,5.81615036,5.81615036,5.78058920,5.31353450,4.86158882,6.12770464,0.78451633,7.39382046,6.12770464,6.18071133,0.03284424,6.23371801,6.15597488,6.15357645,-0.00148613,6.15117802
2351,6.13854449,6.74832907,5.38530469,5.38530469,5.34951093,4.62131101,4.46986888,6.08789224,0.90583102,7.70591560,6.08789224,6.17029187,0.04613045,6.25269149,6.13183871,6.14620823,0.00804461,6.16057775
2352,6.12635007,6.79620020,5.50725560,5.50725560,5.47433943,4.68528913,4.60443620,6.06348473,0.86257822,7.52253326,6.06348473,6.16009242,0.05711372,6.25670012,6.11500883,6.13931148,0.01436754,6.16361413
2353,6.11369862,6.73713543,5.42785167,5.42785167,5.39341490,4.56302135,4.52848443,6.03647595,0.87666827,7.54446746,6.03647595,6.15025413,0.06614475,6.26403232,6.09715765,6.13260259,0.02060586,6.16804754
2354,6.09654511,6.55674844,5.27448199,5.27448199,5.24169087,4.30747149,4.27369492,5.99386904,1.02086628,7.71404315,5.99386904,6.13916424,0.08622788,6.28445944,6.07135981,6.12532831,0.03202852,6.17929682
2355,6.08505616,6.65385486,5.44828613,5.44828613,5.41673807,4.51644068,4.44088536,5.97243747,0.96760133,7.50398959,5.97243747,6.12879536,0.09878351,6.28515324,6.05582834,6.11845938,0.03956893,6.18109041
2356,6.06847671,6.61149565,5.49623919,5.49623919,5.45679186,4.70450117,4.32332843,5.93361143,1.09882818,7.54389444,5.93361143,6.11695338,0.12510925,6.30029532,6.03139380,6.11085718,0.05422438,6.19032056
2357,6.08492679,7.60357178,6.97567323,6.97567323,6.95906176,6.55311673,5.82359329,6.01729172,0.23601054,6.21099015,6.01729172,6.10978648,0.11269961,6.20228124,6.06662226,6.10584625,0.04779220,6.14507023
2358,6.10223322,7.87816063,7.28921642,7.28921642,7.27412809,6.92021385,6.19324926,6.08154109,-0.14547622,5.96983291,6.08154109,6.11314762,0.04116081,6.14475415,6.09839790,6.10661644,0.01070290,6.11483498
2359,6.10929873,7.91210152,7.19661802,7.19661802,7.18243354,6.86544578,6.22684252,6.10646288,-0.17134726,5.98608325,6.10646288,6.11527162,0.01253828,6.12408036,6.11116088,6.10717056,-0.00567978,6.10318024
2360,6.11728993,7.98057938,7.13458878,7.13458878,7.12150006,6.85037233,6.32000266,6.13259289,-0.28150760,5.94518312,6.13259289,6.11844217,-0.02125575,6.10429145,6.12504584,6.10842604,-0.02496455,6.09180623
2361,6.12165334,8.00037053,7.03437654,7.03437654,7.02158369,6.79042061,6.33255353,6.14619280,-0.29370039,5.95983207,6.14619280,6.12054669,-0.04041770,6.09490058,6.13251488,6.10924015,-0.03668045,6.08596542
2362,6.13429758,8.12386544,7.13820814,7.13820814,7.12224300,6.90426655,6.52788312,6.18458709,-0.53058954,5.84129107,6.18458709,6.12657218,-0.08966636,6.06855727,6.15364581,6.11218532,-0.06408026,6.07072484
2363,6.13749103,8.10500789,7.10649669,7.10649669,7.08989388,6.83781547,6.50568154,6.19306363,-0.47691056,5.88044572,6.19306363,6.12880096,-0.09803515,6.06453830,6.15879021,6.11314912,-0.06962722,6.06750804
2364,6.14545655,8.16451645,7.17419617,7.17419617,7.15291103,6.89704995,6.60413241,6.21621595,-0.59690691,5.82829949,6.21621595,6.13305547,-0.12796328,6.04989500,6.17186369,6.11527695,-0.08707292,6.05869020
2365,6.15525420,8.23244740,7.24881969,7.24881969,7.23274880,6.96818020,6.71344052,6.24378824,-0.72779200,5.77413597,6.24378824,6.13859122,-0.16301753,6.03339420,6.18768316,6.11819252,-0.10768549,6.04870187
2366,6.15586846,8.17730666,7.21866003,7.21866003,7.20590667,6.91340188,6.62985679,6.24258657,-0.61566935,5.85531634,6.24258657,6.14027246,-0.16265558,6.03795834,6.18801904,6.11912494,-0.10952555,6.05023085
2367,6.15311321,8.12355522,7.17914074,7.17914074,7.16695232,6.86992134,6.54415340,6.23308890,-0.50176901,5.92202441,6.23308890,6.13959201,-0.15081710,6.04609511,6.18322389,6.11870100,-0.10407999,6.05417810
2368,6.10680830,7.55856317,6.55495437,6.55495437,6.53902774,6.18793475,5.64074340,6.09699184,0.57621791,6.55324028,6.09699184,6.11724194,0.02557482,6.13749204,6.10779190,6.10568419,-0.00266193,6.10357648
2369,6.08649093,7.35551489,6.60758098,6.60758098,6.58838874,6.16179514,5.36761831,6.04259999,0.69015473,6.71758168,6.04259999,6.10546736,0.06428058,6.16833474,6.07612926,6.09833283,0.02270269,6.12053641
2370,6.06760721,7.17806147,6.40938462,6.40938462,6.38918590,5.87976627,5.10069802,5.99090433,0.88378899,6.88111065,5.99090433,6.09486006,0.10320633,6.19881578,6.04634739,6.09190415,0.04522835,6.13746091
2371,6.03404826,6.54893813,5.65423246,5.65423246,5.63125349,4.94523714,4.11698580,5.88628676,1.50456002,7.65558772,5.88628676,6.08133026,0.16585909,6.27637376,5.99030996,6.08403488,0.07970084,6.17775981
2372,6.01645776,6.43336025,5.52420064,5.52420064,5.49144380,4.68128527,3.99537202,5.83880545,1.54233603,7.68223889,5.83880545,6.07109379,0.19434750,6.30338213,5.96269257,6.07790371,0.09639311,6.19311484
2373,5.99113516,6.06326352,5.21369501,5.18340410,5.16153860,4.25063648,3.69221504,5.76836712,1.85401618,7.84451921,5.76836712,6.05706247,0.25780667,6.34575783,5.92233798,6.06976052,0.13164921,6.21718307
2374,5.96909621,5.86199629,5.10996398,4.98264101,4.96285468,4.02474314,3.74926680,5.71588502,1.98004085,7.68250324,5.71588502,6.04103608,0.32737029,6.36618714,5.88929892,6.06029310,0.17216126,6.23128729
2375,5.95088363,5.75033310,5.04648464,4.87678667,4.85647370,3.86081838,3.78250737,5.67607228,2.03722145,7.56963720,5.67607228,6.02644747,0.37695662,6.37682265,5.86293905,6.05139172,0.20274976,6.23984440
2376,5.92598310,5.64057092,5.01912317,4.78318326,4.76476485,3.81025147,3.77123018,5.62128413,2.25082729,7.47133807,5.62128413,6.00664638,0.46884248,6.39200863,5.82681066,6.03932304,0.25854850,6.25183542
2377,5.90369222,5.54144809,4.96180959,4.73030223,4.71354668,3.76794092,3.75261923,5.57480220,2.37392953,7.39698516,5.57480220,5.98802895,0.53834944,6.40125569,5.79518980,6.02769498,0.30290642,6.26020016
2378,5.87588933,5.46951068,4.94868287,4.65098608,4.63550445,3.74363727,3.72985764,5.51820859,2.59017225,7.30655954,5.51820859,5.96432613,0.64613786,6.41044366,5.75613794,6.01274805,0.37166328,6.26935816
2379,5.86743243,5.61208829,5.06132104,4.75246410,4.73647952,3.75753807,3.72296016,5.50472793,2.44473621,7.28649570,5.50472793,5.95591442,0.61906606,6.40710092,5.74536073,6.00694295,0.35891296,6.26852518
2380,4.99674615,3.21458712,3.13049702,3.06572424,3.06240962,2.91064687,2.88165991,4.25499584,12.16258213,5.62833177,4.25499584,5.09015253,7.39634167,5.92530921,4.70041274,5.33541290,5.62370896,5.97041306
2381,5.14118914,4.72920466,4.60033188,3.65141405,3.64674166,3.42269677,3.27348042,4.49793857,7.13950620,5.72239672,4.49793857,5.22312026,4.22835126,5.94830195,4.88470214,5.43431714,3.20466625,5.98393214
2382,5.47161316,6.28105363,5.86709226,4.96032618,4.94200674,4.54950994,4.25040449,5.04342349,2.47036486,5.83644250,5.04342349,5.52817514,1.51006901,6.01292678,5.30195770,5.66550511,1.13250089,6.02905251
2383,5.69650953,7.29819039,6.69792037,6.39404719,6.35666956,5.89785476,5.55561918,5.49766629,-0.15282793,5.43971339,5.49766629,5.71031293,0.56077174,5.92295958,5.61107783,5.79414575,0.48276951,5.97721368
2384,5.87077849,8.06185333,7.35962297,7.37357877,7.33185444,6.91156571,6.60246235,5.86873673,-1.88907817,5.13501111,5.86873673,5.84670866,-0.05671433,5.82468058,5.85698842,5.88653856,0.07608092,5.91608870
2385,6.00796044,8.42479411,7.67685483,7.76482143,7.72624022,7.40059308,7.14774275,6.14548285,-2.86624516,5.14322295,6.14548285,5.96084040,-0.52803720,5.77619796,6.04700688,5.96333594,-0.23928067,5.87966500
2386,6.15338723,8.71128501,8.00373418,8.17219778,8.13105337,7.88293948,7.69938706,6.42997432,-4.04003540,5.16056158,6.42997432,6.08483712,-1.09843431,5.73969992,6.24590115,6.04765703,-0.63093209,5.84941292
2387,6.32343686,9.02827337,8.45857870,8.76145112,8.71564811,8.51780225,8.36889573,6.75775327,-5.52721482,5.14661080,6.75775327,6.23079988,-1.80777592,5.70384650,6.47671146,6.14826588,-1.12677143,5.81982030
2388,6.50245834,9.13494900,8.56624417,9.03653914,8.99866007,8.85176441,8.73709900,7.05786553,-6.66470738,5.37863207,7.05786553,6.39857374,-2.61666227,5.73928196,6.70624324,6.26956131,-1.73314633,5.83287937
2389,6.67566215,9.49548778,8.98015969,9.42955654,9.40584383,9.29229428,9.19663771,7.34680802,-7.72337406,5.49697832,7.34680802,6.55953898,-3.28699082,5.77226994,6.92693120,6.38849753,-2.24805809,5.85006386
2390,6.83542720,9.80441413,9.33783461,9.74221192,9.72028815,9.63262977,9.52837024,7.59582665,-8.47139674,5.66328306,7.59582665,6.71248126,-3.87218654,5.82913587,7.12470911,6.50481932,-2.71731638,5.88492952
2391,6.97211821,9.99738851,9.60425857,10.05292976,10.02493040,9.95634480,9.83603206,7.80713353,-9.00232818,5.77823500,7.80713353,6.84299437,-4.27793557,5.87885520,7.29292598,6.60548076,-3.05023012,5.91803555
2392,7.05701422,10.25052966,9.97736912,10.37542395,10.35661167,10.29835028,10.12920181,7.95033365,-9.09615516,5.77146549,7.95033365,6.91994339,-4.30158641,5.88955313,7.40079218,6.66412512,-3.07537557,5.92745805
2393,6.49180385,7.79552359,6.82321554,6.92095423,6.85377975,6.61376831,5.75989599,6.78288307,0.97514147,7.80587014,6.78288307,6.47030209,-0.29796141,6.15772111,6.61617321,6.34966744,-0.25404117,6.08316167
2394,6.34267469,7.61685823,6.77126727,6.67207718,6.62800076,6.33427860,5.62650778,6.48811766,0.94274720,7.34972754,6.48811766,6.34480165,-0.15681199,6.20148565,6.41168246,6.26380866,-0.16179899,6.11593486
2395,6.23046898,6.89133918,6.06115385,5.72600928,5.67858776,5.27969936,4.64499846,6.23191835,1.76206563,7.81883824,6.23191835,6.26309263,0.03461494,6.29426692,6.24854464,6.20981108,-0.04300852,6.17107752
2396,6.17228562,6.75703406,6.10292146,5.59969382,5.57413545,5.09526502,4.61299269,6.10989795,1.78323383,7.60680321,6.10989795,6.21553527,0.12584366,6.32117259,6.16623786,6.17919734,0.01543838,6.19215683
2397,6.14718115,6.67300101,5.82405752,5.82405752,5.79885123,4.96921850,4.41101707,6.06771175,1.48456810,7.72440644,6.06771175,6.19212121,0.11148361,6.31653067,6.13406346,6.16217280,0.02518885,6.19028214
2398,6.11896742,6.51889413,5.64260232,5.64260232,5.61717476,4.56783688,4.24726476,6.00996380,1.52819351,7.77266283,6.00996380,6.16916788,0.13802392,6.32837196,6.09487264,6.14650431,0.04476271,6.19813598
2399,6.08960334,6.26503691,5.35214182,5.35214182,5.32513337,4.03641119,3.93495796,5.94368488,1.66793365,7.95241179,5.94368488,6.14765550,0.16936571,6.35162611,6.05246921,6.13204236,0.06607306,6.21161551
2400,6.06392040,6.23674897,5.37792238,5.37792238,5.35303586,3.99824447,3.94441527,5.88969199,1.71584140,7.83496871,5.88969199,6.12683056,0.20916931,6.36396913,6.01616589,6.11849698,0.09026167,6.22082807
2401,6.03777623,6.11572633,5.29356303,5.29356303,5.26917959,3.86374304,3.84207083,5.83232224,1.83294849,7.82257365,5.83232224,6.10653555,0.25254039,6.38074885,5.97856934,6.10544124,0.11684437,6.23231315
2402,6.01097353,6.00173120,5.24642816,5.23447442,5.21261412,3.83646763,3.81653780,5.77469149,1.96069892,7.73284518,5.77469149,6.08501671,0.31072858,6.39534192,5.94019827,6.09185953,0.15185839,6.24352079
2403,5.98866413,6.06119964,5.33288226,5.25705407,5.23538102,3.86545307,3.81977341,5.73045544,1.98349321,7.64113748,5.73045544,6.06572961,0.34805061,6.40100378,5.90926833,6.07940219,0.17661722,6.24953605
2404,5.54360927,3.95361778,3.80808836,3.77350410,3.76775826,3.49554635,3.44541883,4.96007648,7.77538215,6.47473412,4.96007648,5.64828009,3.53284195,6.33648370,5.32711840,5.79102740,2.38144228,6.25493641
2405,5.70648686,6.50974694,6.30804320,5.23867433,5.23149016,4.88045608,4.64750008,5.35165378,2.65103990,6.05580749,5.35165378,5.76351478,1.55059888,6.17537579,5.57131298,5.86097128,1.09052284,6.15062958
2406,5.98025423,7.91999866,7.58644367,7.09830239,7.08338985,6.77565331,6.53363731,5.98935907,-2.12145934,5.44508083,5.98935907,5.96378072,-0.09969797,5.93820237,5.97571728,5.98543930,0.03789397,5.99516132
2407,6.21406872,8.89396636,8.42874157,8.50231748,8.47328599,8.13182350,7.86555554,6.49412659,-4.70251970,5.12269763,6.49412659,6.14742441,-1.18881392,5.80072223,6.30921876,6.10532581,-0.69913252,5.90143287
2408,6.40570959,9.07556437,8.61167883,8.87137658,8.84377837,8.58097502,8.37600084,6.84656158,-5.98554107,5.31712232,6.84656158,6.31861500,-2.06614672,5.79066842,6.56499007,6.22367476,-1.33575544,5.88235945
2409,6.55532662,9.31429352,8.80260728,9.04911298,9.02265858,8.82183083,8.64833840,7.08939922,-6.53971742,5.53046004,7.08939922,6.46100555,-2.63609838,5.83261188,6.75425593,6.32797885,-1.78822348,5.90170177
2410,6.70834556,9.55260036,9.04006229,9.32304668,9.29320359,9.13897957,9.00572966,7.33762615,-7.35306789,5.66952263,7.33762615,6.60517649,-3.22866776,5.87272683,6.94698633,6.43561324,-2.25415330,5.92424015
2411,6.88741741,9.84350300,9.41497515,9.78381600,9.74928028,9.63431040,9.52212523,7.63793896,-8.61895257,5.75375270,7.63793896,6.77009914,-3.96981465,5.90225933,7.17509106,6.55864753,-2.81983669,5.94220399
2412,7.06397342,9.98015741,9.52520911,9.98405844,9.95378789,9.87268440,9.78087848,7.89194563,-9.40128857,6.00301278,7.89194563,6.94424101,-4.71676090,5.99653639,7.38650316,6.69536799,-3.43980526,6.00423283
2413,7.23181105,10.28584074,9.86316477,10.30844417,10.28891071,10.23239005,10.15388240,8.14509114,-10.25482475,6.13629989,8.14509114,7.10514452,-5.30889925,6.06519789,7.59045294,6.82193460,-3.92326523,6.05341626
2414,7.39691268,10.52536099,10.13877868,10.59144403,10.57331894,10.53866641,10.45219911,8.38109667,-10.98264887,6.30999423,8.38109667,7.26653129,-5.91032101,6.15196590,7.78666180,6.95148511,-4.42877774,6.11630841
2415,7.55725471,10.71272288,10.39176726,10.89751967,10.87462305,10.85134003,10.75304510,8.60891549,-11.68117617,6.46478588,8.60891549,7.42299365,-6.46087899,6.23707180,7.97642384,7.07820428,-4.89348257,6.17998473
2416,7.64007287,10.94469463,10.72211144,11.18231854,11.16695377,11.14805621,11.01014560,8.74129689,-11.65022801,6.47244818,8.74129689,7.49923669,-6.37780936,6.25717648,8.07886478,7.13859639,-4.82814965,6.19832800
2417,6.85733591,8.18251984,7.30027347,7.84248823,7.78177505,7.69105786,6.91324281,7.31924524,0.42682163,7.72524767,7.31924524,6.82134366,-0.52343323,6.32344208,7.05369773,6.63292239,-0.44235208,6.21214705
2418,6.63088693,8.16555693,7.24536129,7.27861686,7.23053223,7.05674198,6.28638295,6.91777104,0.63648442,7.54915914,6.91777104,6.62042203,-0.29974910,6.32307302,6.75918491,6.48426067,-0.27714332,6.20933643
2419,6.47932485,7.35378439,6.38905127,6.21922126,6.16370583,5.84868872,5.11043548,6.61128493,1.43562826,8.11213438,6.61128493,6.49932113,-0.10709829,6.38735732,6.55157090,6.39675793,-0.14808539,6.24194495
2420,6.39605655,7.19637851,6.40349922,6.10785638,6.07721473,5.64211494,5.05727311,6.46134170,1.38187194,7.86541028,6.46134170,6.42550149,-0.03527362,6.38966128,6.44222692,6.34329041,-0.09737245,6.24435389
2421,6.33814044,7.03242287,6.11519958,6.11519958,6.08802500,5.40235996,4.79835157,6.36386340,1.29800876,7.92937524,6.36386340,6.37261861,0.00725918,6.38137381,6.36853285,6.30340626,-0.05399824,6.23827966
2422,6.29131924,6.89913890,5.94570020,5.94570020,5.91763634,5.03866324,4.68983906,6.28288759,1.27113442,7.87593612,6.28288759,6.33025148,0.03779287,6.37761537,6.30814833,6.27208600,-0.02877506,6.23602367
2423,6.24803563,6.63943439,5.61968804,5.61968804,5.59003085,4.48848130,4.37520465,6.20050618,1.35954628,8.02580772,6.20050618,6.29387495,0.06954422,6.38724372,6.25030286,6.24544451,-0.00361866,6.24058616
2424,6.21368658,6.64704797,5.67106865,5.67106865,5.64223884,4.50309152,4.44183247,6.14066448,1.31928988,7.83949648,6.14066448,6.26246969,0.09459228,6.38427491,6.20562726,6.22289723,0.01341163,6.24016721
2425,6.18157014,6.54197852,5.55452484,5.55452484,5.52582674,4.32929054,4.30320495,6.08117440,1.36353871,7.85914385,6.08117440,6.23458032,0.11764820,6.38798623,6.16299089,6.20280358,0.03053266,6.24261627
2426,6.15212150,6.44872068,5.45673954,5.45673954,5.42737281,4.20623572,4.18006568,6.02593970,1.40992913,7.87181372,6.02593970,6.20924148,0.14001092,6.39254326,6.12370065,6.18460247,0.04651848,6.24550429
2427,6.12867180,6.53091149,5.58769125,5.58769125,5.56035298,4.38801567,4.32888010,5.98935531,1.33442773,7.64983051,5.98935531,6.18607119,0.15808916,6.38278707,6.09427044,6.16798763,0.05924224,6.24170482
2428,5.90483024,4.54972980,4.29753307,4.29753307,4.28754578,3.97988678,3.89303013,5.51150225,4.80286482,7.12997437,5.51150225,6.00210474,1.45587769,6.49270723,5.77315691,6.05531403,0.83730975,6.33747115
2429,6.11520047,7.88605381,7.66226534,7.00739981,6.99929017,6.74539175,6.48580711,6.11105086,-1.27929080,5.73629462,6.11105086,6.11610112,0.01723986,6.12115137,6.11374433,6.11686464,0.01065166,6.11998494
2430,6.34574183,8.83824153,8.51038455,8.18349780,8.16891684,7.95979091,7.72167324,6.62328689,-4.37365684,5.52490053,6.62328689,6.29336873,-1.31369875,5.96345058,6.44733054,6.22964044,-0.86681865,6.01195034
2431,6.53555321,9.43582570,9.01454593,9.13122087,9.10494123,8.88158329,8.64022618,7.01802706,-6.15203178,5.39582794,7.01802706,6.44784131,-2.16237380,5.87765555,6.71392799,6.33169632,-1.44957628,5.94946465
2432,6.67270680,9.60679375,9.15984843,9.31154690,9.28489145,9.09503349,8.89759792,7.25030094,-6.70136348,5.60300396,7.25030094,6.57603745,-2.74296910,5.90177396,6.89069374,6.42357887,-1.90026849,5.95646400
2433,6.79776930,9.80875571,9.30943849,9.45060687,9.42486461,9.28652068,9.11728951,7.44651043,-7.19239602,5.77573134,7.44651043,6.69623005,-3.22981873,5.94594968,7.04636089,6.51366463,-2.29315925,5.98096836
2434,6.95617654,10.03695688,9.54228142,9.75540895,9.72657720,9.63636098,9.50773627,7.70271049,-8.25209800,5.89768470,7.70271049,6.84488103,-3.92176821,5.98705157,7.24520144,6.62586237,-2.83145357,6.00652330
2435,7.17524565,10.28401397,9.88475522,10.28231653,10.25017174,10.20333818,10.09878029,8.06073550,-10.01762486,6.02269072,8.06073550,7.04858448,-4.97503752,6.03643345,7.52092162,6.78018739,-3.64093947,6.03945315
2436,7.35983396,10.42555481,9.99724697,10.46675043,10.43820979,10.41741665,10.33094839,8.31310851,-10.67677738,6.29526862,8.31310851,7.23310173,-5.71452274,6.15309496,7.73710489,6.92866718,-4.27759884,6.12022946
2437,7.52337421,10.71677032,10.31706968,10.75253708,10.73411045,10.72488323,10.65062574,8.54753824,-11.36222215,6.44445074,8.54753824,7.39225389,-6.24158405,6.23696954,7.93138659,7.05707434,-4.72359326,6.18276210
2438,7.68434369,10.92444154,10.55884121,11.00039677,10.98326325,10.98223037,10.90046274,8.76545352,-11.98093268,6.63044430,8.76545352,7.55185295,-6.81030632,6.33825237,8.11819988,7.18850803,-5.21710883,6.25881618
2439,7.75950005,11.08568653,10.76226740,11.15255386,11.12949552,11.12942055,11.03043485,8.86494301,-11.71368503,6.69945117,8.86494301,7.62611861,-6.70110992,6.38729420,8.20423666,7.25122963,-5.15505252,6.29822260
2440,7.74519345,11.27731752,11.03986246,11.29948369,11.28310699,11.28132939,11.13438591,8.86245130,-10.93927087,6.59051669,8.86245130,7.60643363,-6.04767295,6.35041597,8.19257521,7.23390002,-4.61598129,6.27522482
2441,6.94156847,8.30852638,7.14916397,7.16901559,7.08911628,7.07544072,6.05791081,7.39570466,1.07009330,8.73349852,7.39570466,6.91714333,-0.38279834,6.43858201,7.14047195,6.71425020,-0.34093223,6.28802845
2442,6.73031962,8.33470441,7.34456818,7.34456818,7.29287273,7.24087407,6.41131819,7.04873300,0.59640038,7.68614780,7.04873300,6.72016816,-0.30742335,6.39160332,6.87349842,6.56668672,-0.28706991,6.25987502
2443,6.58550163,7.64698412,6.46363278,6.46166279,6.39396131,6.27854100,5.37213279,6.78160841,1.09920498,8.19108404,6.78160841,6.59665340,-0.14424050,6.41169838,6.68296574,6.47411408,-0.16287673,6.26526241
2444,6.50693118,7.64290976,6.57478606,6.54318752,6.50150206,6.29582445,5.50738552,6.66241824,0.84526827,7.81745096,6.66241824,6.52022382,-0.10405977,6.37802940,6.58658122,6.41590256,-0.12490490,6.24522391
2445,6.43993334,7.36875626,6.26033638,6.26033638,6.22814586,5.86768993,5.13801912,6.54435643,0.96650600,7.95069373,6.54435643,6.46112888,-0.05719817,6.37790134,6.49996840,6.37132184,-0.08841242,6.24267527
2446,6.38937462,7.25551781,6.08005934,6.08005934,6.04511542,5.50066583,5.06988122,6.46167927,0.90047109,7.85347732,6.46167927,6.41405467,-0.03081235,6.36643007,6.43627948,6.33576906,-0.06502864,6.23525863
